"Date","Hour","State Library","Collins Place (South)","Collins Place (North)","Flagstaff Station","Melbourne Central","Town Hall (West)","Bourke Street Mall (North)","Bourke Street Mall (South)","Australia on Collins","Southern Cross Station","Victoria Point","New Quay","Waterfront City","Webb Bridge","Princes Bridge","Flinders St Station Underpass","Sandridge Bridge","Birrarung Marr","QV Market-Elizabeth (West)","Flinders St-Elizabeth St (East)","Spencer St-Collins St (North)","Spencer St-Collins St (South)","Bourke St-Russell St (West)","Convention/Exhibition Centre","Chinatown-Swanston St (North)","Chinatown-Lt Bourke St (South)","QV Market-Peel St","Vic Arts Centre","Lonsdale St (South)","Lygon St (West)","Flinders St-Spring St (West)","Flinders St-Spark Lane","Alfred Place"
"24/10/2014",7,433,1086,1010,3196,"580",764,"517","381",0,"1665",351,309,50,318,1218,"1732","830",0,"458",1832,2463,595,208,602,113,116,129,0,221,127,312,236,291
"24/10/2014",8,736,1774,1498,4655,"1031",1166,"905","750",0,"2433",420,344,58,344,1420,"2143","919",0,"702",2330,2951,948,351,748,239,165,216,0,362,247,460,264,515
"24/10/2014",9,800,812,642,1678,"1166",1679,"1253","1099",0,"865",278,220,26,188,1334,"1124","464",0,"870",1712,1715,563,296,889,294,267,220,0,423,186,211,194,339
"24/10/2014",10,930,614,451,988,"1303",2341,"1584","1774",0,"397",173,261,67,176,1292,"1093","442",0,"1055",1851,1100,500,417,936,534,0,247,0,511,294,186,181,334
"24/10/2014",11,1230,921,452,959,"1944",2951,"2322","2545",0,"674",323,401,112,383,1645,"1539","529",0,"1615",2228,1535,501,742,861,847,0,243,0,765,354,217,229,488
"24/10/2014",12,1949,1806,749,1374,"2974",4119,"3749","4002",0,"1203",529,561,131,674,1915,"2340","705",0,"2293",3116,2187,813,1256,1157,1289,0,351,456,1351,710,303,483,872
"24/10/2014",13,1928,1306,526,1178,"2645",3768,"3250","3698",0,"778",391,397,69,493,1975,"1927","640",0,"1754",2838,1751,699,931,1111,1078,0,288,1680,1070,719,233,336,724
"24/10/2014",14,1513,640,502,1074,"2556",3429,"2887","2779",0,"572",223,307,83,255,1776,"1610","655",0,"1258",2699,1669,449,800,962,893,0,250,1550,764,595,195,209,422
"24/10/2014",15,1820,667,687,1609,"2602",3554,"2663","2836",0,"974",296,278,54,253,1997,"1591","655",0,"1212",2833,2055,535,788,938,956,0,238,1816,758,494,210,227,417
"24/10/2014",16,2041,1092,1208,3019,"2958",3637,"2932","2854",0,"1970",472,371,93,530,2385,"2169","1088",0,"893",3352,3093,718,897,1189,975,0,202,1884,905,504,372,330,382
"24/10/2014",17,2336,1128,1097,2302,"3242",3882,"3398","2972",0,"1466",419,384,73,575,2922,"2479","1117",0,"741",3502,2709,638,1098,1330,1332,0,250,2260,984,611,288,310,407
"24/10/2014",18,1884,717,453,924,"2861",3166,"2583","2169",0,"480",273,464,100,283,2281,"1817","679",0,"577",2536,1434,335,1212,1048,1375,0,153,1801,1138,788,161,226,350
"24/10/2014",19,1492,864,228,451,"2594",2715,"1989","1550",0,"247",132,344,71,185,1848,"1524","475",0,"548",1940,859,240,1162,849,1485,0,151,1524,1151,1169,113,151,324
"24/10/2014",20,1396,401,158,260,"2803",2381,"1549","1146",0,"162",105,230,68,106,1373,"1088","381",0,"444",1633,657,229,1200,652,1258,0,109,940,1200,1159,52,132,189
"24/10/2014",21,1131,289,135,210,"2347",1873,"579","535",0,"116",115,206,53,77,1445,"1017","386",0,"366",1357,580,190,979,427,938,0,125,1124,1077,1151,52,105,139
"24/10/2014",22,864,290,168,150,"1993",1506,"475","452",0,"75",125,158,32,41,1009,"921","406",0,"315",1208,423,111,844,291,674,0,93,469,1024,812,65,129,116
"24/10/2014",23,462,329,120,120,"1514",1018,"266","289",0,"68",74,64,10,38,632,"610","312",0,"263",901,245,140,727,256,466,0,62,276,735,529,47,83,76
"25/10/2014",0,301,63,43,57,"718",1088,"198","193",0,"44",25,56,10,11,378,"417","228",0,"160",565,167,72,710,260,300,0,46,144,656,216,22,43,60
"25/10/2014",1,163,32,41,21,"441",398,"104","126",0,"18",13,38,8,9,201,"181","89",0,"144",221,46,45,500,55,180,214,31,72,381,126,10,40,15
"25/10/2014",2,126,14,18,37,"304",259,"59","61",0,"7",5,12,1,0,100,"119","33",0,"106",129,19,27,428,16,140,164,11,36,243,56,5,6,16
"25/10/2014",3,45,14,9,26,"143",178,"33","62",0,"2",6,10,0,1,91,"87","55",0,"89",140,17,30,287,18,70,108,13,29,150,23,4,8,11
"25/10/2014",4,28,19,6,9,"89",81,"38","18",0,"8",7,7,1,1,41,"58","42",0,"55",86,28,17,161,25,30,30,9,37,105,20,2,11,1
"25/10/2014",5,24,47,17,19,"68",138,"30","37",0,"22",5,16,0,13,50,"48","73",0,"107",123,109,21,111,50,18,21,27,41,50,17,13,25,11
"25/10/2014",6,61,88,31,24,"128",135,"64","45",0,"52",20,28,6,41,80,"118","98",0,"204",205,208,37,127,98,37,33,51,55,70,28,34,55,37
"25/10/2014",7,116,89,74,43,"293",264,"127","164",0,"38",35,83,11,92,229,"191","171",0,"342",398,470,91,82,218,79,53,118,141,108,65,59,84,74
"25/10/2014",8,194,203,128,102,"558",682,"458","438",0,"71",59,146,21,77,454,"423","258",0,"642",840,654,174,148,519,150,104,171,355,247,113,85,111,186
"25/10/2014",9,459,294,140,122,"876",1340,"901","982",0,"70",65,220,33,130,745,"727","287",0,"1037",1158,772,272,228,947,207,161,276,525,342,195,95,144,176
"25/10/2014",10,725,303,161,125,"1272",2118,"1532","1590",0,"70",114,227,34,185,1212,"1037","466",0,"1494",1655,770,259,403,1093,485,366,378,785,587,213,103,187,169
"25/10/2014",11,1074,393,182,114,"1717",2645,"2012","2162",0,"104",64,337,84,196,1500,"1254","569",0,"1851",1939,902,233,592,1208,803,522,397,1185,685,352,115,214,238
"25/10/2014",12,1774,460,198,155,"2497",3352,"2538","2677",0,"158",86,328,86,203,1843,"1229","589",0,"2018",2076,919,187,692,1542,1158,778,398,1614,864,419,122,229,171
"25/10/2014",13,1725,569,203,146,"2785",3596,"3008","3021",0,"131",79,363,90,236,2089,"1271","639",0,"1931",2350,913,209,823,1754,1182,410,374,1645,932,563,167,429,123
"25/10/2014",14,1803,463,197,153,"2851",3712,"3141","3432",0,"131",71,483,133,252,1901,"1458","680",0,"1740",2522,938,267,869,1616,1255,0,408,1571,827,544,160,408,110
"25/10/2014",15,1883,433,221,101,"2925",3708,"3117","3390",0,"120",134,558,149,244,2263,"1664","732",0,"1187",2823,998,322,846,1575,1142,0,256,1695,789,630,142,270,219
"25/10/2014",16,1876,471,164,103,"2695",3530,"2856","3292",0,"160",221,715,166,254,2097,"1672","636",0,"675",2600,1119,269,937,1768,1162,736,222,1592,832,584,167,343,127
"25/10/2014",17,1736,517,176,82,"2759",3200,"2366","2162",0,"231",215,1157,183,292,2102,"1559","736",0,"477",2257,1104,287,894,1485,1217,704,158,1473,825,712,137,295,201
"25/10/2014",18,1430,493,214,109,"2581",2456,"2025","1308",0,"211",205,1666,255,262,2164,"1480","577",0,"490",2186,1185,302,1051,1023,1286,985,147,1386,1003,862,138,296,167
"25/10/2014",19,1354,503,211,88,"2769",2105,"1067","738",0,"112",92,575,120,133,2565,"1282","548",0,"503",2154,538,195,1106,620,1331,1120,141,2004,1009,1243,132,313,177
"25/10/2014",20,1074,328,109,88,"2291",1779,"524","488",0,"65",89,235,123,93,1801,"888","505",0,"365",1632,437,149,913,378,1201,1012,102,781,879,1262,72,189,124
"25/10/2014",21,921,189,121,92,"1996",1893,"607","479",0,"201",341,1698,192,261,2719,"1020","441",0,"283",1717,1162,278,1020,519,907,890,98,1707,782,1363,98,303,154
"25/10/2014",22,840,285,187,115,"1938",1650,"600","524",0,"83",152,385,126,80,1681,"808","468",0,"328",1354,668,268,1003,478,964,912,69,1048,1059,988,97,193,185
"25/10/2014",23,446,217,108,82,"1454",1195,"351","385",0,"62",106,241,51,57,929,"930","566",0,"255",1023,455,133,961,584,553,538,52,315,898,791,58,114,63
"26/10/2014",0,275,147,77,48,"982",844,"195","243",0,"30",59,99,20,21,620,"561","385",0,"190",781,306,129,850,367,367,507,58,194,774,385,51,87,56
"26/10/2014",1,173,43,29,45,"520",524,"98","159",0,"31",23,59,10,12,350,"293","114",0,"159",329,92,88,694,167,221,322,23,91,646,130,16,51,39
"26/10/2014",2,205,13,28,20,"381",420,"96","130",0,"9",19,30,3,9,198,"203","104",0,"127",236,58,45,515,70,147,266,40,95,483,63,9,19,21
"26/10/2014",3,50,21,16,32,"197",296,"78","94",0,"2",9,11,1,3,97,"136","81",0,"83",217,46,41,568,44,75,131,8,27,414,41,6,13,43
"26/10/2014",4,43,22,7,23,"116",161,"58","56",0,"11",11,14,1,0,54,"109","64",0,"67",144,43,31,392,18,38,35,22,59,261,31,7,15,14
"26/10/2014",5,28,22,6,3,"58",112,"30","45",0,"6",12,9,2,1,64,"67","42",0,"53",71,57,19,172,20,31,32,5,70,180,10,7,17,11
"26/10/2014",6,39,29,19,19,"148",154,"27","40",0,"20",13,19,5,21,72,"78","62",0,"113",187,126,51,108,89,24,37,18,119,115,24,24,20,33
"26/10/2014",7,85,74,32,26,"208",265,"85","121",0,"64",23,62,18,69,238,"145","129",0,"243",321,392,100,93,191,37,37,45,301,166,44,69,47,90
"26/10/2014",8,182,130,79,51,"379",461,"272","274",0,"92",48,250,29,106,404,"354","598",0,"440",591,511,139,126,396,128,107,123,481,172,165,62,89,114
"26/10/2014",9,440,239,126,53,"769",1020,"685","740",0,"109",47,232,43,142,971,"621","695",0,"807",874,693,231,232,681,241,168,162,1013,274,305,109,147,133
"26/10/2014",10,642,280,129,122,"1177",1713,"1169","1398",0,"107",58,407,87,205,1424,"839","402",0,"1247",1301,688,202,390,958,464,346,222,1567,424,811,80,142,128
"26/10/2014",11,913,286,137,70,"1817",2364,"1701","1821",0,"126",56,566,131,243,1904,"1172","556",0,"1533",1689,688,219,506,1199,731,114,311,1968,657,1675,98,162,162
"26/10/2014",12,1396,360,153,118,"2257",2836,"2289","2274",0,"146",75,751,218,281,2160,"1223","488",0,"1746",1816,705,203,707,1414,1173,0,467,2152,820,2691,125,194,98
"26/10/2014",13,1634,390,147,119,"2357",3193,"2450","2586",0,"112",66,773,204,218,2681,"1359","555",0,"1842",2133,712,198,835,1535,1232,0,398,2841,843,3015,120,197,89
"26/10/2014",14,1679,419,121,122,"2568",3009,"2649","2702",0,"96",74,777,192,270,2410,"1325","613",0,"1573",2184,769,230,831,1796,1100,0,311,2438,863,2942,97,189,127
"26/10/2014",15,1521,318,178,123,"2324",3093,"2556","2776",0,"118",57,726,208,223,2012,"1430","648",0,"1168",2141,825,234,832,1532,1054,0,271,2075,823,2681,122,249,110
"26/10/2014",16,1627,301,155,96,"2325",2727,"2289","2120",0,"101",54,552,177,196,2523,"1232","557",0,"689",2183,756,240,787,1277,1026,0,180,2582,767,2783,104,164,96
"26/10/2014",17,1496,287,97,81,"2335",2181,"1767","1563",0,"96",74,492,158,205,1439,"1132","610",0,"605",1908,681,165,828,1094,1135,0,143,1170,681,2955,70,163,91
"26/10/2014",18,1231,289,83,53,"1998",1832,"1229","832",0,"64",103,358,102,108,1289,"951","426",0,"387",1678,604,139,752,616,1211,0,106,1176,752,2693,75,116,124
"26/10/2014",19,1106,322,101,58,"2089",1364,"574","458",0,"53",54,389,108,102,1072,"765","345",0,"370",1335,574,149,712,510,1088,0,114,697,670,2532,64,101,98
"26/10/2014",20,738,188,99,59,"1743",1092,"355","289",0,"60",73,238,88,85,1050,"658","297",0,"308",988,327,139,649,358,822,0,72,585,645,2107,62,87,59
"26/10/2014",21,619,176,41,42,"1317",848,"246","226",0,"67",60,182,49,51,766,"589","256",0,"214",818,257,98,460,286,565,0,52,385,396,1406,64,84,143
"26/10/2014",22,309,105,49,63,"843",507,"166","145",0,"36",32,85,35,39,425,"352","211",0,"172",597,248,66,329,172,267,0,39,191,333,707,46,65,45
"26/10/2014",23,159,24,13,34,"394",268,"106","86",0,"22",28,47,16,16,231,"241","161",0,"124",311,144,47,249,93,121,0,21,68,225,187,15,19,49
"27/10/2014",0,82,24,6,17,"208",113,"30","34",0,"6",13,29,6,5,83,"64","37",0,"58",80,38,13,142,87,78,42,18,67,207,79,7,17,19
"27/10/2014",1,36,5,5,4,"72",68,"16","13",0,"7",7,13,0,1,46,"57","13",0,"47",45,25,51,95,13,39,26,5,13,119,26,1,4,7
"27/10/2014",2,21,6,1,3,"52",38,"8","12",0,"2",1,9,1,0,28,"30","7",0,"37",47,5,16,78,8,10,17,4,14,150,14,16,0,2
"27/10/2014",3,14,12,2,7,"27",16,"18","9",0,"1",5,8,2,1,38,"13","10",0,"29",29,20,4,42,14,14,11,3,40,138,12,19,1,16
"27/10/2014",4,16,4,5,17,"45",51,"7","16",0,"7",5,2,1,2,68,"34","38",0,"19",41,23,15,52,21,11,3,2,76,118,14,9,7,10
"27/10/2014",5,31,89,47,165,"120",120,"36","43",0,"87",26,23,3,44,108,"141","113",0,"47",211,239,50,38,76,18,7,11,107,70,11,24,34,26
"27/10/2014",6,80,173,79,389,"148",287,"136","136",0,"363",109,42,6,100,329,"397","225",0,"102",601,785,150,84,193,36,28,51,226,79,37,71,86,80
"27/10/2014",7,285,730,854,2994,"379",593,"427","373",0,"995",223,64,10,225,757,"1171","505",0,"169",1371,1627,527,145,351,100,50,78,462,233,93,165,153,204
"27/10/2014",8,717,1911,1634,5428,"634",1117,"694","764",0,"1904",364,176,14,302,1746,"1724","899",0,"283",1897,2859,1203,225,485,179,93,146,1147,494,139,390,286,322
"27/10/2014",9,552,863,640,2194,"758",1366,"815","931",0,"1202",252,194,10,167,1076,"1235","546",0,"380",1679,2095,692,269,279,208,147,69,825,416,157,215,192,309
"27/10/2014",10,719,649,428,1105,"1049",1535,"1145","1110",0,"558",207,144,17,104,1209,"755","323",0,"495",1415,1409,409,430,263,290,246,89,992,383,288,142,137,292
"27/10/2014",11,1033,669,362,833,"1519",2119,"1735","1689",0,"498",245,183,66,130,1302,"1048","312",0,"661",1722,1419,591,594,349,601,400,116,1111,594,306,130,147,339
"27/10/2014",12,1315,1299,520,1137,"2098",3135,"2622","2912",0,"886",294,211,58,355,1463,"1586","425",0,"918",2440,1697,624,1043,425,837,576,144,1433,916,379,191,252,753
"27/10/2014",13,1341,886,419,1038,"2017",2965,"2241","2492",0,"578",280,166,42,186,1341,"1228","400",0,"762",2204,1304,872,916,483,786,472,119,1280,746,419,167,204,512
"27/10/2014",14,1418,658,423,871,"1800",2743,"1900","2033",0,"440",181,117,43,135,1554,"1069","459",0,"618",2206,1286,593,815,510,723,499,156,1296,536,246,169,149,287
"27/10/2014",15,1284,577,564,1499,"1864",2635,"1805","1865",0,"816",202,167,24,147,1305,"1169","559",0,"590",2429,1928,726,727,523,701,355,110,1290,507,457,205,170,210
"27/10/2014",16,1561,860,1189,3053,"2009",2604,"1993","1918",0,"1785",369,199,36,267,1615,"1652","919",0,"597",2763,2823,753,800,792,773,414,152,1458,542,288,351,236,295
"27/10/2014",17,1580,1014,1331,2861,"2042",2713,"2069","1692",0,"1771",413,308,78,373,2041,"2107","1129",0,"579",3221,2908,526,898,938,800,475,181,1820,667,294,327,270,317
"27/10/2014",18,1247,451,478,1040,"1911",1997,"1345","920",0,"604",232,256,52,200,1402,"1169","684",0,"495",2249,1267,290,928,445,966,585,149,1329,697,402,131,165,176
"27/10/2014",19,949,364,185,424,"1791",1400,"554","467",0,"210",130,184,52,90,1022,"794","378",0,"410",1626,691,185,802,366,810,508,100,1157,621,412,102,232,129
"27/10/2014",20,839,245,122,199,"1533",1099,"426","299",0,"137",63,149,41,53,721,"626","249",0,"317",1329,516,100,596,258,663,360,97,557,449,426,66,199,75
"27/10/2014",21,491,134,64,137,"1124",722,"232","228",0,"61",52,88,20,33,922,"494","203",0,"209",878,407,54,468,196,378,372,64,1031,412,291,38,48,52
"27/10/2014",22,310,119,57,72,"683",427,"150","119",0,"40",34,59,13,16,423,"273","176",0,"165",576,229,63,258,139,247,225,30,382,255,226,31,56,43
"27/10/2014",23,147,63,23,28,"323",243,"75","55",0,"32",4,12,8,13,133,"167","102",0,"90",316,162,40,171,76,99,72,28,115,130,98,14,21,24
"28/10/2014",0,63,19,10,16,"149",100,"12","41",0,"3",12,5,0,6,62,"78","33",0,"71",89,31,19,111,29,48,35,18,23,78,24,7,9,3
"28/10/2014",1,42,8,1,8,"60",60,"13","18",0,"4",1,3,0,0,31,"23","15",0,"42",24,14,21,74,43,36,19,1,8,44,24,3,8,8
"28/10/2014",2,19,5,2,8,"32",35,"4","7",0,"0",6,5,3,0,23,"25","13",0,"29",23,10,24,53,4,17,15,5,22,21,17,0,1,9
"28/10/2014",3,15,19,2,7,"18",22,"6","47",0,"2",1,6,0,1,30,"20","12",0,"30",23,9,11,31,2,7,8,1,24,24,4,1,1,11
"28/10/2014",4,4,7,7,19,"23",45,"9","12",0,"7",4,6,2,1,57,"25","41",0,"16",50,17,6,22,12,2,8,1,67,36,7,3,7,7
"28/10/2014",5,41,95,51,206,"83",104,"46","33",0,"121",35,31,9,53,131,"187","142",0,"90",226,304,67,40,130,16,10,14,138,56,11,38,44,17
"28/10/2014",6,108,405,327,1112,"249",280,"136","130",0,"740",174,101,19,172,495,"676","296",0,"230",755,1073,303,91,318,55,39,56,444,88,33,106,104,106
"28/10/2014",7,410,1257,993,3324,"637",814,"412","394",0,"2025",369,272,54,366,1217,"1742","843",0,"425",1940,2590,727,209,692,117,94,103,1125,219,139,295,185,274
"28/10/2014",8,759,1885,1593,4905,"894",1251,"711","676",0,"2777",496,281,42,373,1461,"2296","932",0,"613",2343,3378,1221,304,834,183,148,152,1312,317,214,462,278,494
"28/10/2014",9,646,820,622,1541,"1074",1466,"826","851",0,"869",280,159,16,165,827,"1070","508",0,"777",1653,1533,466,298,424,265,179,125,715,384,188,249,158,305
"28/10/2014",10,729,461,434,892,"1035",1987,"1196","1290",0,"395",194,103,36,106,836,"784","386",0,"931",1397,1241,425,432,279,357,285,247,702,442,277,143,139,243
"28/10/2014",11,1099,826,477,870,"1660",2441,"1711","1740",0,"561",300,263,43,209,1134,"1142","412",0,"1301",1915,1442,485,708,484,687,357,339,946,605,368,177,164,474
"28/10/2014",12,1716,1516,625,1228,"2456",3616,"2848","3126",0,"997",441,339,113,475,1426,"1740","566",0,"1938",2827,1931,770,1084,711,1050,628,391,1135,1052,691,259,324,881
"28/10/2014",13,1555,1145,542,1117,"2237",3421,"2435","2917",0,"666",298,233,60,277,1276,"1601","455",0,"1451",2516,1513,597,1003,635,938,573,255,1014,858,586,224,266,604
"28/10/2014",14,1510,607,430,1020,"2056",2976,"1993","2090",0,"469",217,132,42,162,1219,"1187","527",0,"958",2401,1374,477,650,561,802,24,219,939,601,307,158,177,285
"28/10/2014",15,1557,675,668,1594,"2157",2866,"2017","2069",0,"908",238,146,41,180,1404,"1231","593",0,"695",2522,2184,504,778,792,813,0,143,1180,617,436,193,172,235
"28/10/2014",16,1823,996,1323,3313,"2206",2742,"2101","2121",0,"2029",394,234,73,379,1768,"1900","1057",0,"618",3042,3330,765,853,872,689,0,171,1628,663,272,320,251,343
"28/10/2014",17,1834,1202,1546,3196,"2314",2715,"2320","1863",0,"1979",380,379,116,517,2433,"2240","1321",0,"567",3516,3150,758,954,1012,961,0,191,2152,756,372,339,326,332
"28/10/2014",18,1300,657,574,1169,"2037",1943,"1547","1154",0,"737",196,311,62,274,1650,"1281","661",0,"484",2340,1391,390,831,570,969,678,174,1769,773,467,154,162,261
"28/10/2014",19,1107,367,257,431,"1868",1410,"605","586",0,"243",107,152,27,117,915,"807","443",0,"357",1708,788,298,813,640,799,581,116,609,641,495,92,104,143
"28/10/2014",20,824,326,170,245,"1600",1075,"354","332",0,"114",80,75,22,72,916,"697","324",0,"355",1306,556,217,575,280,666,403,92,812,513,560,72,108,86
"28/10/2014",21,498,166,106,161,"1137",810,"261","257",0,"77",50,77,16,40,938,"603","206",0,"252",903,448,207,469,220,434,358,82,1099,424,311,40,64,94
"28/10/2014",22,301,86,69,77,"868",486,"151","163",0,"45",35,61,10,31,376,"353","211",0,"144",584,243,189,362,122,308,208,46,312,351,171,30,84,94
"28/10/2014",23,194,46,38,41,"431",277,"84","87",0,"23",19,19,4,17,152,"221","114",0,"101",331,146,105,180,83,133,72,24,103,180,131,20,19,29
"29/10/2014",0,77,27,12,15,"129",104,"26","37",0,"14",5,9,0,5,73,"91","45",0,"57",76,31,68,127,23,69,56,8,37,87,49,5,13,11
"29/10/2014",1,51,5,2,11,"51",63,"10","13",0,"2",4,5,1,0,58,"35","17",0,"27",37,11,39,71,19,27,12,3,17,65,23,4,2,16
"29/10/2014",2,24,9,7,10,"46",43,"7","16",0,"2",1,6,0,0,45,"18","7",0,"19",44,13,4,49,7,23,11,2,13,34,9,1,1,11
"29/10/2014",3,18,12,2,8,"30",32,"5","4",0,"1",5,3,2,1,29,"21","16",0,"17",29,3,5,35,12,11,6,0,24,16,0,3,2,0
"29/10/2014",4,21,7,3,13,"25",45,"12","17",0,"2",2,1,0,4,82,"22","46",0,"14",28,16,0,35,10,7,4,5,67,32,6,2,6,9
"29/10/2014",5,23,92,54,210,"107",117,"45","29",0,"109",36,30,4,56,144,"209","160",0,"46",206,298,45,49,127,17,7,11,156,39,11,48,49,50
"29/10/2014",6,128,374,329,1107,"287",282,"186","150",0,"691",134,118,19,199,487,"657","309",0,"108",806,1124,246,125,365,50,32,50,435,85,40,115,112,120
"29/10/2014",7,467,1264,1075,3431,"650",785,"459","394",0,"2064",405,249,55,376,1227,"1747","821",0,"318",1925,2720,840,215,888,112,107,114,1158,230,144,301,185,337
"29/10/2014",8,771,1919,1565,4866,"845",1186,"780","689",0,"2504",453,297,41,374,1487,"2103","1005",0,"441",2435,3119,1164,389,811,192,145,184,1504,318,218,474,268,497
"29/10/2014",9,636,881,574,1657,"959",1598,"910","959",0,"791",271,163,23,147,1009,"947","399",0,"612",1522,1656,551,342,573,264,150,101,816,309,184,224,179,311
"29/10/2014",10,893,676,440,948,"1175",1831,"1349","1351",0,"375",226,158,33,182,1015,"922","489",0,"628",1630,1283,433,442,643,383,257,133,802,493,275,184,170,270
"29/10/2014",11,1160,872,465,935,"1841",2697,"1939","2128",0,"616",267,244,76,279,1352,"1254","498",0,"851",1937,1585,634,715,543,746,493,149,1144,591,350,206,216,453
"29/10/2014",12,1861,1741,698,1367,"2944",3894,"3274","3550",0,"1037",432,517,141,662,1626,"2067","690",0,"1306",2828,1988,934,1334,886,1086,655,193,1484,1253,557,291,397,908
"29/10/2014",13,1847,1385,596,1328,"2546",3478,"2919","3212",0,"800",321,335,113,411,1601,"1737","683",0,"956",2738,1652,701,1114,438,887,0,178,1517,1161,489,239,306,660
"29/10/2014",14,1500,747,415,1172,"2310",3249,"2349","2461",0,"478",207,197,79,238,1442,"1301","517",0,"714",2482,1447,548,780,0,655,0,180,1357,877,356,210,241,323
"29/10/2014",15,1657,769,642,1536,"2316",3090,"2424","2354",0,"925",260,207,37,251,1471,"1336","603",0,"666",2696,1960,495,765,0,697,0,132,1432,812,446,210,244,254
"29/10/2014",16,1907,964,1277,3275,"2521",3287,"2417","2362",0,"1927",448,260,57,361,2098,"1893","965",0,"642",3206,3301,699,950,0,589,0,173,1867,842,382,340,270,285
"29/10/2014",17,1969,1207,1449,2939,"2541",3186,"2548","2105",0,"1926",498,376,76,576,2464,"2313","1347",0,"675",3593,3136,759,1088,0,657,0,200,1992,987,382,378,358,351
"29/10/2014",18,1421,640,569,1180,"2237",2337,"1805","1280",0,"693",230,343,107,302,1643,"1473","773",0,"666",2573,1473,388,960,0,1080,787,159,1430,752,410,217,310,235
"29/10/2014",19,1188,366,281,436,"2041",1507,"776","553",0,"200",122,264,76,173,982,"973","433",0,"502",1665,863,246,835,0,912,750,88,668,664,566,104,160,158
"29/10/2014",20,966,260,137,257,"1750",1241,"454","386",0,"118",71,208,64,111,985,"715","292",0,"447",1351,592,174,641,0,792,519,122,745,627,562,65,98,81
"29/10/2014",21,683,194,80,159,"1352",786,"318","220",0,"108",38,94,35,55,661,"589","247",0,"325",931,450,139,529,0,509,438,73,420,493,432,48,87,91
"29/10/2014",22,373,114,77,81,"796",543,"169","162",0,"32",29,60,10,24,420,"411","171",0,"189",646,310,122,381,0,373,320,55,307,401,298,38,84,91
"29/10/2014",23,167,106,48,60,"469",314,"127","99",0,"41",16,22,8,18,261,"235","161",0,"112",421,166,56,293,0,218,163,29,162,216,170,20,33,44
"30/10/2014",0,75,16,8,22,"176",124,"42","23",0,"8",8,21,8,0,162,"92","28",0,"96",110,60,38,154,0,118,170,21,37,123,77,5,30,11
"30/10/2014",1,64,8,6,5,"80",43,"9","4",0,"4",6,6,0,1,22,"53","17",0,"41",38,15,110,106,0,51,24,18,15,77,34,2,8,10
"30/10/2014",2,35,10,3,5,"43",22,"13","12",0,"3",5,5,0,1,34,"8","11",0,"34",21,21,25,90,0,42,16,8,11,32,14,0,2,13
"30/10/2014",3,19,8,2,6,"35",26,"9","5",0,"3",8,4,0,3,34,"11","10",0,"22",28,4,1,40,0,17,17,3,30,56,1,1,2,0
"30/10/2014",4,10,17,4,21,"38",38,"8","7",0,"3",6,12,2,0,50,"30","51",0,"14",32,22,7,29,0,12,8,4,38,34,5,4,6,12
"30/10/2014",5,30,92,50,189,"89",112,"41","30",0,"114",29,23,1,60,125,"194","127",0,"80",227,310,60,56,0,12,6,9,129,27,12,31,32,17
"30/10/2014",6,124,386,303,1089,"236",269,"191","141",0,"778",177,102,20,170,508,"633","319",0,"227",751,1106,239,98,0,32,31,50,419,75,57,109,90,147
